,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,gender,SeniorCitizen,Partner,Dependents,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year
1243,1,1,0,45.3,45.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1244,15,1,0,19.4,289.3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1245,23,1,1,90.45,2117.25,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
1246,45,1,1,105.15,4730.9,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0
1247,24,1,0,83.15,2033.05,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
1248,11,1,0,90.15,987.95,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1249,1,1,0,45.05,45.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1250,56,1,0,103.2,5744.35,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
1251,1,1,0,75.8,75.8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1252,1,1,0,19.45,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1253,7,1,1,79.3,523.15,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1254,55,1,0,88.8,4805.3,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1
1255,2,0,1,30.9,59.05,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1256,72,1,1,85.9,6110.75,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
1257,45,0,0,34.2,1596.6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0
1258,47,1,0,20.15,1046.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1259,46,1,0,95.25,4424.2,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0
1260,2,1,1,50.3,92.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1261,2,1,1,80.15,194.55,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
1262,12,1,1,51.25,612.1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1263,68,1,1,89.6,6127.6,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
1264,69,1,1,95.2,6671.7,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1
1265,56,1,0,94.8,5264.3,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0
1266,4,1,1,80.25,303.7,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1267,64,1,1,76.1,4818.8,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1268,59,1,1,110.15,6448.05,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0
1269,62,1,0,115.55,7159.05,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1
1270,63,1,0,24.65,1574.5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
1271,53,0,1,53.6,2879.2,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
1272,5,1,0,19.45,86.05,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
1273,49,1,1,88.2,4159.45,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0
1274,62,1,1,101.15,6638.35,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
1275,55,1,0,56.8,3112.05,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1
1276,71,1,1,99.4,7168.25,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1
1277,72,1,1,20.1,1326.25,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1
1278,36,0,0,60.7,2234.55,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0
1279,25,1,1,20.95,495.15,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1280,72,1,1,114.85,8317.95,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
1281,36,1,1,19.25,679.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1282,1,1,1,62.8,62.8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
1283,72,1,1,105.5,7544.0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1
1284,59,1,0,19.85,1188.25,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
1285,7,1,1,89.5,676.7,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0
1286,1,1,0,74.1,74.1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
1287,30,1,1,107.5,3242.5,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
1288,64,1,0,19.55,1240.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1289,63,1,0,68.8,4111.35,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1290,72,1,0,84.45,5899.85,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
1291,8,1,0,75.0,632.95,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1292,62,1,0,84.5,5193.2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
1293,67,1,1,111.2,7530.8,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1
1294,6,1,0,44.75,270.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1295,70,1,1,80.6,5460.2,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1
1296,20,1,0,80.7,1614.2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
1297,5,1,0,75.6,402.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1298,24,0,0,57.6,1367.75,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0
1299,11,1,1,44.05,483.7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1300,72,1,1,110.6,7962.2,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
1301,66,1,1,58.2,3810.8,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1
1302,45,1,1,81.0,3533.6,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
1303,69,1,0,19.7,1396.9,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
1304,15,1,1,85.6,1345.55,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1305,28,1,1,59.55,1646.45,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1306,70,1,0,115.55,8127.6,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
1307,36,1,1,75.55,2680.15,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0
1308,16,1,1,86.6,1281.0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1309,18,1,1,85.2,1553.9,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1310,34,1,1,97.65,3207.55,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
1311,42,0,1,45.1,2049.05,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
1312,48,1,1,70.95,3629.2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1313,47,1,1,109.55,5124.55,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0
1314,39,1,1,89.55,3474.45,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0
1315,11,1,0,20.9,202.3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1
1316,7,1,1,19.95,147.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1317,3,1,0,24.6,86.35,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1318,8,1,1,66.7,579.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1319,1,1,1,19.45,19.45,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1320,32,1,0,94.8,3131.55,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0
1321,60,1,1,65.85,3928.3,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
1322,10,1,1,19.95,187.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1323,71,1,1,24.65,1710.15,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1324,4,1,0,20.35,76.35,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0
1325,1,1,1,69.25,69.25,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1326,43,0,1,51.25,2151.6,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0
1327,59,1,1,99.5,5961.1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
1328,23,1,0,54.25,1221.55,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1329,72,1,0,19.4,1496.45,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1330,22,1,1,56.25,1292.2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1331,1,0,1,25.15,25.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1332,69,1,0,23.95,1713.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1333,50,0,1,35.4,1748.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1334,1,0,1,25.2,25.2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1335,2,1,1,45.0,96.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1336,15,1,0,75.35,1114.55,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
1337,31,1,0,20.4,609.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1338,1,1,0,20.15,20.15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1339,66,1,1,105.0,7133.25,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0
1341,3,1,1,54.7,169.45,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1342,8,1,0,20.0,141.6,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1343,64,1,1,73.05,4688.65,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
1344,28,1,0,20.5,563.05,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1345,57,1,1,100.75,5985.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
1346,14,1,1,87.25,1258.6,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0
1347,19,1,1,19.95,373.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1348,10,1,1,79.95,857.2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1349,51,0,1,49.65,2553.35,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
1350,67,1,0,65.65,4322.85,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
1351,11,1,1,20.45,250.8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
1352,72,0,0,60.95,4549.05,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
1353,66,1,1,20.35,1359.5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
1354,18,1,1,88.35,1639.3,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
1355,9,1,1,19.5,178.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1356,9,1,1,75.2,633.85,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1357,48,1,1,111.45,5315.1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
1358,10,1,0,70.15,735.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1359,9,1,1,94.75,889.9,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
1360,13,1,1,95.05,1290.0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
1361,4,1,0,78.45,330.05,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1362,4,1,1,70.2,237.95,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1363,72,1,0,92.0,6474.4,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1
1364,51,1,0,85.5,4421.95,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
1365,59,0,1,41.05,2452.7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1366,10,1,1,85.6,813.85,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1367,61,1,1,82.15,4904.85,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0
1368,54,1,0,84.4,4484.05,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1369,33,1,1,60.9,2033.85,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1370,27,1,1,20.25,538.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1371,1,1,1,79.2,79.2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0
1372,23,1,0,95.3,2192.9,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1373,1,1,0,19.85,19.85,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1374,45,1,1,84.35,3858.05,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1
1375,39,1,1,19.85,854.8,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1
1376,5,1,1,70.0,347.4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1377,72,1,0,82.3,5815.15,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1
1378,58,1,1,66.8,3970.4,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
1379,70,0,1,44.6,3058.15,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1380,61,1,1,98.45,6145.2,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0
1381,2,1,0,70.7,129.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1382,46,1,0,24.95,1165.9,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0
1383,1,1,1,49.95,49.95,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1384,22,1,1,69.25,1554.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
1385,48,1,1,102.5,4904.25,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1
1386,64,1,0,86.55,5632.55,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
1387,72,1,0,24.3,1643.25,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1388,12,1,1,58.35,740.55,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
1389,34,1,1,94.25,3217.55,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
1390,72,1,0,68.75,4888.2,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1
1391,29,1,1,85.8,2440.25,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1392,33,1,0,20.1,620.55,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
1393,1,1,0,20.35,20.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1394,62,1,1,110.8,6840.95,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0
1395,41,1,1,73.0,3001.2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
1396,64,1,1,100.05,6254.2,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0
1397,4,1,1,82.85,319.6,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
1398,24,1,1,84.35,1938.05,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1399,14,1,0,19.55,294.5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0
1400,3,1,0,19.95,58.3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1401,4,1,1,99.8,442.85,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0
1402,18,0,1,35.0,553.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
1403,8,1,1,66.25,546.45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
1404,35,1,0,23.3,797.1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1405,1,1,0,76.0,76.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1406,66,1,1,25.3,1673.8,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
1407,8,0,1,44.55,343.45,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
1408,71,1,1,104.1,7412.25,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0
1409,43,1,1,92.55,4039.0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
1410,2,1,1,93.85,170.85,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
1411,29,1,1,101.45,2948.6,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
1412,15,1,1,84.3,1308.4,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1413,65,1,0,94.55,6078.75,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1
1414,35,1,0,95.5,3418.2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
1415,64,1,1,100.3,6603.8,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0
1416,58,0,1,55.5,3166.9,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
1417,18,1,1,49.85,865.75,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1418,67,1,1,89.55,6373.1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1419,63,1,1,19.15,1177.05,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
1420,60,1,1,99.8,5985.75,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
1421,9,1,1,84.4,732.5,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1422,70,1,1,113.05,7869.05,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1
1423,15,1,1,101.1,1504.05,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
1424,48,1,0,19.95,936.7,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
1425,12,1,1,74.15,741.4,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
1426,71,1,1,92.0,6585.2,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0
1427,44,1,0,73.85,3122.4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1428,1,1,1,50.45,50.45,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1429,45,1,0,24.45,1088.25,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
1430,23,1,0,24.8,615.35,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
1431,43,1,1,64.85,2908.2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0
1432,35,1,0,20.75,739.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1433,9,1,1,68.95,593.85,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1434,12,1,1,99.95,1132.75,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
1435,65,1,1,109.4,7227.45,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0
1436,2,1,1,91.4,193.6,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1437,27,1,0,49.0,1291.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1438,40,1,1,50.25,2023.55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1439,5,1,1,75.55,349.65,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
1440,8,1,0,19.9,153.95,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
1441,58,1,1,97.8,5458.8,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
1442,52,1,0,100.3,5244.45,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0
1443,3,1,1,55.8,154.55,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1444,41,1,1,111.15,4507.15,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1
1445,20,1,1,98.55,2031.95,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
1446,1,1,1,50.05,50.05,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1447,4,1,0,80.8,332.45,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
1448,23,1,0,20.85,473.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1449,6,1,0,19.5,106.8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1450,8,1,1,19.35,152.6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
1451,18,1,0,69.5,1199.4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1452,52,0,1,48.8,2555.05,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
1453,31,1,1,94.5,2979.2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1454,29,1,1,20.65,654.85,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
1455,36,1,1,106.05,3834.4,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1
1456,16,1,1,100.0,1534.75,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0
1457,42,1,1,108.3,4586.15,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0
1458,1,1,0,20.55,20.55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1459,60,1,1,99.65,5941.05,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1
1460,5,1,1,85.3,424.15,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1461,22,1,0,95.9,2234.95,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
1462,36,1,0,20.0,666.75,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
1463,4,1,0,70.4,281.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1464,9,1,0,64.95,547.8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1465,1,1,0,74.6,74.6,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1466,12,1,1,49.2,571.15,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1467,23,1,1,73.75,1756.6,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0
1468,62,1,1,92.3,5731.45,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1469,37,1,0,98.8,3475.55,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
1470,8,1,0,19.2,156.85,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1471,31,1,0,88.65,2683.2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
1472,13,1,1,74.4,896.75,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1473,24,1,1,98.75,2407.3,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
1474,45,1,1,95.95,4456.65,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1475,69,1,0,105.4,6998.95,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1
1476,2,1,0,20.25,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1477,61,1,1,106.0,6547.7,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0
1478,41,1,1,104.7,4346.4,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1479,44,0,1,49.05,2265.0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0
1480,39,0,0,35.55,1309.15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1481,72,0,1,65.1,4754.3,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1
1482,13,1,1,96.85,1235.55,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0
1483,51,1,1,69.75,3562.5,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1484,71,1,1,99.2,7213.75,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
1485,22,1,1,96.7,2082.95,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
1486,2,1,1,55.05,102.75,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1487,56,1,1,106.8,5914.4,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0
1488,1,1,0,51.25,51.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1489,23,1,1,57.75,1282.85,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0
1490,66,1,1,70.85,4738.85,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0
1491,1,1,0,19.55,19.55,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
